id,评分,评论,时间
136****6210,5分 超棒,九寨沟的秋天名符其实的人间天堂，景区各项设施配置完善，景区观光车让各景点衔接方便，值得点赞，观光车上的导游语音服务让游客一耳了然，十分方便,2021-10-24
M35****4616,5分 超棒,秋天的九寨沟的景色没话说，九寨归来不看水，景色真的让人陶醉，蓝天，白云，绿水青山，这次没有让我失望，天气也很给力。希望下次感受不一样的季节,2021-10-20
天意1989,5分 超棒,九寨沟太美了，不愧为童话世界，下次10月下旬再来，景色更好,2021-09-07
忧郁哥R,5分 超棒,风景如画，童话世界一般的九寨沟。真正看了才感到震撼，还好是淡季，不不算太多，能拍出很多很好看的图片。大自然的魅力果然够大，一天游玩刚刚好。,2015-12-18
上地村的村长助手,5分 超棒,非常人性化的优惠政策，为我们老年人实现梦想提供了便利条件，圆了我们的一个愿望，非常感谢党和国家！我们还会邀请亲朋好友再来看看壮丽的景色。,2021-10-20
kaiziyang,5分 超棒,自驾真远，但景色真美。当天早上下雨，还担心泡汤，司机说局部小气候，变的快，一会就没雨了。而且下雨天更美，没想到真的是云雾缭绕，美不胜收。,2021-10-10
M36****2596,5分 超棒,很不错，风景很好，看图吧，实际比图片好看一些。可能是我们去阴天下雨去的 风景没有特别特别好看，但是也还好 天气太热了过去玩也逛不了多少景色的,2021-07-20
巴特贝林根撒敦,5分 超棒,非常值得去，多年以前就去过一次，变化还是有点，依然那么漂亮，配套设施更加完善，到哪里都有车，可惜的是热水供应还是有点缺乏，希望可以改善,2021-10-26
邹鲁JYC,5分 超棒,九寨归来不看水。九寨的真美，沁人心脾。但必须做好准备，选择好天气，才能看到美的风景。天睛、风小，上午日出后两小时，海子色彩才是最美的。,2021-10-17
糯米是只大肥兔🐱🐱,5分 超棒,风景很美，游客很多，路程很远，景点很多，不过还好一路都有观光车，第一站到山顶原始森林，有免费导游跟车讲解，这一生必来打卡一次的大美景点,2021-10-05
红叶HMY,5分 超棒,九寨归来不看水，人间仙境，果然是名不虚传，景区里面的观光车很不错，可以到达各个景点，而且车上的讲解员也讲解得非常清晰，必须赞一个。👍,2021-09-27
320****801,5分 超棒,震后重建的九寨沟依然美丽，工作人员服务很到位，新修了很多栈道，近距离看水更方便了。五彩池一如既往地流光溢彩，彩林已经若隐若现，值得一去,2021-09-21
Cherry昕,5分 超棒,老天遗留下一个仙境在这里～当你累了就可以来充电，夏季来九寨你能记住的就是满眼青翠欲滴 碧绿通透，苍松翠柏，温度宜人 九寨归来不看水此言不虚,2021-07-30
Cherry昕,5分 超棒,老天遗留下一个仙境在这里～当你累了就可以来充电，夏季来九寨你能记住的就是满眼青翠欲滴 碧绿通透，苍松翠柏，温度宜人 九寨归来不看水此言不虚,2021-07-30
凯特宝贝,5分 超棒,九寨沟的景色四季分明，各有千秋，这次一月份的冬季之旅，冬季虽然是淡季，但可以看到冰瀑奇观，雪后的景色也是其他季节所没有的，淡季人少，可以慢慢欣赏美景，加上门票优惠，性价比超高,2021-06-23
核桃花生98,5分 超棒,携程上订票，到了景区直接刷身份证进，很方便。经过3年的修复，九寨依然美丽。虽然不开了高峰，每天还是吸引了大批游客前来。不负5A景区。,2021-10-28
快乐的鸡蛋西红柿,5分 超棒,九寨沟真的是太美了，确实九寨归来不看水，水是太漂亮了，蓝绿相映。树叶这个季节也是红绿相间，人间天堂一般。1天玩下来足矣，真的是不错。,2021-10-26
玲的快乐,5分 超棒,第一次自驾去九寨沟，一路前行很顺利。（注意一定不能开夜车。）九寨沟景区风景秀丽、独特。携程网购票很方便，实惠。九寨沟太美，值得拥有。,2021-10-14
自由行痴迷者,5分 超棒,毫无疑问是国内具有国际水准的顶级旅游景点，管理的也不错。水很漂亮，尽管不论怎么交通周边地区到达九寨沟都不容易，但还是特别推荐，值得！,2021-08-04
莺语花儿,5分 超棒,想当年坐着中巴车，一路听着《神奇的九寨》《背水姑娘》进入九寨沟，欣赏着大自然的美景，感叹这大自然怎么会有这么好的景色？就像在天上丢下来的仙境，美不可言。,2021-05-23
清浅那时光,5分 超棒,这次出游是春节，景色还不错，等到了春夏季节有时间了再来一次，景色应该更美。这个春节由于疫情影响，不算拥挤，但是也不少游客了。可想而知，疫情解除后，会有大量的游客再次来九寨沟感受这人家天堂的怀抱,2021-02-18
Geographer,5分 超棒,秋日的九寨，景色更加迷人，经历了地震后的九寨，现在基本已经恢复，虽然水质受到了影响没有以前那么清澈，但是碧蓝色的水面依旧非常漂亮,2021-10-23
_WeCh****98606,5分 超棒,最最叹为观止的景点 来九寨沟真的值了 虽然自驾8小时的路很辛苦 但看到这么美丽的景色，再累都值得了 五彩池美得不像话！ 以后一定会再来的！,2021-10-01
gz当地向导伊妹儿,5分 超棒,九寨沟风景区景色优美，风景宜人，空气清新，自然，舒适，感觉挺好的，趣味性强，纯天然自然风景，满眼绿色，蓝天、白云、碧水，美极了。,2021-08-17
喵喵来啧,5分 超棒,疫情外加淡季期间，游玩人数不多。差不多10点入园，下午五点出园。景区提供专车专团专导游。如需独自行动提前和导游说。冬季很多徒步线路都关闭了，不过雪后的景色还是很美滴。,2021-12-29
倩影影,5分 超棒,你可以永远相信九寨的水，时隔多年又来，震后虽有些受损的景点，但留下来的依然很美，景区管理也仍然不错。很好的一个景区，个人很喜欢,2021-10-18
M97****39,5分 超棒,九寨沟的水果然名不虚传，九寨归来不看水，今日总算体会到了。希望景区加强管理，保护好这里的无限美景，给子孙后代留下珍贵的自然遗产,2021-07-31
M97****39,5分 超棒,九寨沟的水果然名不虚传，九寨归来不看水，今日总算体会到了。希望景区加强管理，保护好这里的无限美景，给子孙后代留下珍贵的自然遗产,2021-07-31
M41****1034,5分 超棒,第二次来九寨沟，确实每季景***不同，个人觉得可以去四次的景点！虽然地震留下的痕迹并未修复，但景色依然值得一看，很适合家庭旅游！,2021-07-23
_WeCh****14733,4分 满意,这个时间景色看点少！但九寨沟还是值得一去的！,2022-01-09
带着檬宝去旅行,5分 超棒,九寨沟最美的季节是秋天。这里有五颜六色的红叶。它们倒映在明亮的湖水中，色彩斑斓。这样五彩缤纷的色彩在湖光和水色之间不断漂移。,2021-11-18
205****901,5分 超棒,水值得看，景区被保护的很好，值得去看，工作人员也多，保证了车辆多，卫生好，因为属于风景区，景区内就没有什么耍的项目，纯看风景,2021-09-21
KAFKA-ZX,5分 超棒,四川的九寨沟真的不愧为AAAAA旅游景区，这里是人间天堂，进入景区就会令人陶醉，实在是太美了。山水相间，一切都美得不可言状！,2021-08-03
吸仙气儿长大的,5分 超棒,风景肯定是没得说了，穿双舒服的鞋就对了，早晚温差大，注意保暖和防晒，千古情嘛，看过其他的就没必要看九寨的了，大多都一样，类似,2021-07-29
M43****087,5分 超棒,很值得去，有你叹为观止的景色，就是我的时间太短，还有很多景点没去，如果再给我一次机会，我会放弃其他的景点，一次将它游个遍。,2021-10-29
_WeCh****028720,5分 超棒,九寨沟风景很美，缺少了阳光，有阳光会更美，五彩池最漂亮，我们是在网上看了攻略，挑的精华游因为带小朋友，每个景点都有观光巴士,2021-10-21
_WeCh****028720,5分 超棒,九寨沟风景很美，缺少了阳光，有阳光会更美，五彩池最漂亮，我们是在网上看了攻略，挑的精华游因为带小朋友，每个景点都有观光巴士,2021-10-21
呆呆y,5分 超棒,感觉性价比最高的景区了，我一个男生都感觉太美了，不行，希望以后有机会能找个女朋友一起再来玩一次哈哈哈，可以促进下感情。嘿嘿,2021-10-13
YANWEI9885,5分 超棒,九寨归来不看水！绝对是一场视觉盛宴。秋天错峰出行，各种色彩绚丽斑斓。当然最核心的就是看水，特别是几个瀑布绝对用震撼来形容。,2021-10-07
非你不渴,5分 超棒,九寨沟的颜色是一直在变的，我们就是这样的一个有故事的地方，不知道这样的颜色是不是还这样的鲜艳，就是我们一直可以在秋季到来。,2021-09-26
pureting,5分 超棒,地震后的九寨沟，依然漂亮，虽然有些景点还没有修复没有开放，天气很好，遇见了五彩斑斓的九寨沟，九寨的瀑布都很大气，气势磅礴。,2021-08-20
小宝爱挑事,5分 超棒,九寨还是很美的，但是要晴天才能看到五颜六色的各类“海子”。运气不错，天气巴适得很。这次没有去黄龙，有点小遗憾。留给下次吧～,2021-08-04
自由行省钱侠客,5分 超棒,刚刚入住九寨沟沟口，聆郎满目的漂亮酒店住宿，各具特色，周边景致非常优美，这还没入到景区，周边景色就是这么漂亮，不虚此行啊。,2020-10-16
冰点智慧,5分 超棒,九寨归来不看水，金秋十月是九寨沟最美的季节，恰逢天气晴朗，满地秋色。树在水中生，水在林中流，喀斯特地貌形成的海子艳丽典雅。另外我们把手机丢了，景区的调度和客服都积极帮忙，非常感谢🙏,2020-10-08
带孩子一起出行,4分 满意,去的时候没下雪，没进到传说中的童话世界。,2022-02-04
_WeCh****02052,5分 超棒,国庆节带着老婆孩子一起出游贵地，玩了两天，感觉真的是个非常非常不错的地方，景色优美，景区管理非常不错，体验感很棒。。。。,2021-12-16
糖乐er,5分 超棒,景色很美，第一次买的大巴的车，好像加门票两百多。这个是一起的。自己对路线没做研究，走了很多路。车上循环播放语音介绍。因为他车是指定停的，你得走到上车的地方。第二次有小孩，就做的包车，四百多一个人。但是他导游会给你介绍，让你哪里下哪里上，不用走回头路，出一个景点他就口子那里等。,2021-11-17
毛天幺,5分 超棒,从7：30入园至下午6点离开，感谢之前翻看的攻略，合理安排各景点，分享给未去过的朋友借鉴1、尽早入园，人少景美；2、各景点有园内大巴衔接，可少走路；3、自备餐食最好是少喝水，因为上厕所有可能排队；4、很多佳片出自不起眼角度，需要光影、山的倒影甚至风向的配合；5、带足卡（我是删除上次旅游照片）；6、10月底气温低最好戴帽，裤子少穿走起来就不冷了；7、为方便进园最好住沟口，社区成熟美食多。总之九寨沟美哭，适合摄影照相。,2021-10-23
非行云流水,5分 超棒,天气不是最好，不过没有下雨，太阳偶尔出来！水是非常清！几个大瀑布非常有气势！特别是西游记外景取景地，珍珠滩瀑布非常壮观.,2021-10-19
M95****58,5分 超棒,久负盛名的九寨沟即使在天气不那么好的情况下也是极美的，园区景交车安排非常合理，且每辆景交车上都有热情耐心的讲解员，介绍每个景点的特色和游览路线，让游客不用太费力就可以游览到每个美丽的海子或瀑布。 作为一个热爱国宝的人，来到熊猫故乡非常开心，九寨沟进门处“旅游便利店”里的熊猫公仔瞬间吸引了我，当我在挑选时小心翼翼地拿起其中一个看了看，小声和朋友说了句“怎么脖子好松”，那家店的老板就大声斥责我说不要碰，质量和态度都十分劝退，给游玩的心情打了折扣（好在马上被美景治愈），所以真诚地提醒其它游客朋友，为了保持游玩的愉悦心情，记得远离那家店哦,2021-10-18
_CFT0****1434,5分 超棒,真的是神仙一般的地方，让人久久不能忘怀！,2021-10-16
海边的柚子,5分 超棒,天上瑶池，人间九寨 第一次见你 我的心就跌进了深深的湖水 那好像也是四月的某一天 一场春雪将九寨覆盖 一夜间 九寨就变成一个水墨天堂,2021-09-27
瓦德拉内斯哈帝,4分 满意,我们是9月2号自驾到九寨沟景区，然后第二天去的景区。因为，九寨沟景区2017年8月8号遭受地震，部分景点还在修复，加上疫情，游客较少，所以，景区是采取专车景点打卡的形式，全程坐一辆车，中途不能更换到其他车辆。每个景点给游客足够时间打卡照相。虽然这样少了自由活动，错过有些景点，但是，也能理解，毕竟景区那么大，游客太少。好处当然有，那就是景点人少，照相舒服，想怎么照相就怎么照相，不用排队去等好角度好位置。现在，九寨沟景区处于丰水期，每个景点都水量充足，能为你呈现最美姿态。,2021-09-06
灰咪瀾的世界,3分 不错,"今天去了九寨沟，虽然因2017年地震的原因，有一段还未开放（据说已在最后清扫过程中，即将全面开放），但景色依旧很美。但游后的感受很差。原因是因为疫情，现在一天进沟的人数在1500人上下（原本基本都是上限的3万人），所以因为大家心知肚明的原因，景区的班车变成了“包车”。一整天都是1⃣️辆车，一个bus. Guide,到了一地，放大家下去拍照，有时是45分钟，有时是拍完照就发车走人。这样的游玩模式，让游客都很累。原本都是不同的海子，在自然的绿荫的栈道上，走走拍拍，会很有趣味。但现在就是一个“圈养模式”，已无美感，只有人为造成的疲惫。我们整车的人，不断有游客在途中告别，自行走回出口。我们这些“遵纪守法”的，在最后还有一个景点，bus guide 问是否要停车大家下去拍个照然后结束行程。大家都异口同声地回答“直接回出口”。景色是美丽的。只是改变了原来的班车的含义，也未事先告知，让美丽的风景变得索然无味。游完了今天，我才终于理解，在去之前，在携程九寨沟的景区评价里，有人简单地写道“如圈养的动物”是何意。。去一次九寨沟，路程上是不容易的。所以以此文字对近期前往的人做个善意的提醒。",2021-08-18
Sophia&Yan,5分 超棒,九寨真的是很美的地方，赏心悦目空气也好，大自然就是最厉害的画家艺术家，值得一去再去的景点，逛一逛心情也会跟着美丽起来的。,2021-08-11
晒月亮的猫nn123,5分 超棒,九寨归来不看水，果然名不虚传，景色是真美，尤其是九寨的水，非常非常清澈，感慨祖国的大好河山鬼斧神工，景区设施和服务都很成熟，就是太大了，遛一天很累，又带着孩子，只把经典的几个景点看了就直接坐车出沟去看千古情，这个套票竟然没有车接送，到那才知道离千古情演出地很远，打出租去的，应该是不便宜，26块，感觉九寨县的消费不低，景区内贵点能接受，整个县城所有消费都很贵就感觉不人性化了，不过出来玩也不会计较这点钱，就是建议可以调整下。另外九寨值得点赞的是那条骑行道，一直延伸到九寨沟口，晚上在千古情附近吃完饭，出来消消食在骑行道刷辆电动车，带上孩子一直骑到酒店，半个小时，骑行道旁边就是河，听着水流的声音，看着五颜六色的灯光，舒服，惬意，孩子也很感慨，好舒服呀！,2021-07-24
晒月亮的猫nn123,5分 超棒,九寨归来不看水，果然名不虚传，景色是真美，尤其是九寨的水，非常非常清澈，感慨祖国的大好河山鬼斧神工，景区设施和服务都很成熟，就是太大了，遛一天很累，又带着孩子，只把经典的几个景点看了就直接坐车出沟去看千古情，这个套票竟然没有车接送，到那才知道离千古情演出地很远，打出租去的，应该是不便宜，26块，感觉九寨县的消费不低，景区内贵点能接受，整个县城所有消费都很贵就感觉不人性化了，不过出来玩也不会计较这点钱，就是建议可以调整下。另外九寨值得点赞的是那条骑行道，一直延伸到九寨沟口，晚上在千古情附近吃完饭，出来消消食在骑行道刷辆电动车，带上孩子一直骑到酒店，半个小时，骑行道旁边就是河，听着水流的声音，看着五颜六色的灯光，舒服，惬意，孩子也很感慨，好舒服呀！,2021-07-24
LIANGWENYING,5分 超棒,真是神奇的九寨，人间的天堂。二十年后再次重游九寨，需然有些海子地震后没有对外重新开放，但也没有影响人们的一如既往的向往。,2021-07-19
风中点燃一根烟,5分 超棒,九寨，一如既往的美，14年夏天来过一次，这次初春游九寨还能看见女神沃洛色嫫雪山，太美太美。玉带河还是那么婀娜～～～～～～,2021-07-03
M28****843,5分 超棒,神奇的九寨！风景真的太美了，先玩的黄龙，家人有高原反应，以为九寨玩不了了，结果去了以后发现，完全没有任何反应，最关键的是，景区里面都是直接坐公交，每个景点都有站台，看完直接坐车下一个，非常轻松。一辈子不来一次九寨真的可惜！,2021-05-06
M61****461,5分 超棒,总体超赞，景色不错，诺日朗自助餐厅感觉还行，没有想象中那么差，能够吃饱，完全可以不带自热饭。如果不去诺日朗餐厅的话，只能在外面吃，凳子非常大，绝大数人都是站外面，或者坐在地上吃饭。餐厅里有很多位置，吃完了还可以休息。,2021-05-03
M58****162,5分 超棒,九寨沟是人间天堂，从诺日朗瀑布到原始森林的日则沟是九寨风景线中的精华区段，风光绝美，而长海和五彩池则在则查洼沟的最里面。,2021-04-11
加农📷伊欧斯📷扒陵弟,5分 超棒,九寨沟的名气自不必多说，来了之后真实体验也确实名不虚传。运气实在是好最近一个星期就这天的天气条件最佳，非常有利于出片。另外九寨沟东篱小舍客栈的老板人非常好，房间性价比较好，两天的时间里也多有照顾，总体来说九寨沟之行是一次非常成功、非常愉快、非常难忘的旅行经历！,2021-04-09
Guimaomao,5分 超棒,九寨归来不看水，坦白说没有预期中的惊艳，也许是强震、暴雨后尚未恢复，也许是季节不对。水域不如喀纳斯壮阔，瀑布不如黄果树和德天，胜在综合能力吧。最喜欢长海，开阔壮美。给景区的调拨组织能力比赞，下午五点半想继续溜达到盆景海的路上被末班车抓获出沟。里面的摊贩摄像师傅藏民为主，纯朴老实。,2020-10-06
西溪老翁,5分 超棒,九寨沟 世界自然遗产、国家重点风景名胜区、国家5A级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络，是中国第一个以保护自然风景为主要目的的自然保护区。 九寨沟位于四川省阿坝藏族羌族自治州九寨沟县境内，地处青藏高原、川西高原、山地向四川盆地过渡地带，南距成都市300多公里，是一条纵深50余千米的山沟谷地，总面积64297公顷，森林覆盖率超过80%。因沟内有树正寨、荷叶寨、则查洼寨等九个藏族村寨坐落在这片高山湖泊群中而得名。 九寨沟国家级自然保护区主要保护对象是以大熊猫、金丝猴等珍稀动物及其自然生态环境。有74种国家保护珍稀植物，有18种国家保护动物，还有丰富的古生物化石、古冰川地貌。 “九寨归来不看水”，是对九寨沟景色真实的诠释。泉、瀑、河、滩108个海子，构成一个个五彩斑斓的瑶池玉盆。长海、剑岩、诺日朗、树正、扎如、黑海六大景观，呈“Y”字形分布。翠海、叠瀑、彩林、雪峰、藏情、蓝冰，被称为“六绝”。神奇的九寨，被世人誉为“童话世界”，号称“水景之王”。,2020-06-20
雪3飞who,5分 超棒,老法师的拍照建议（当然不是我😂） 🔺镜海和犀牛海无风时的倒影最美，要赶在早上人少的时候拍摄。 🔺五彩池建议在中午有阳光拍摄，比较容易出片。 🔺在公路旁栈道上的观景台拍摄树正瀑布和五花海全景最佳。 目前景区实行限区域开放。开放扎如沟的扎如寺、树正沟（火花海除外）、日则沟(诺日朗至五花海段景点)、则查洼沟。 💡tips： 🔺景区属于高原气候，早晚温差大，记得携带保暖衣物。 🔺阳光紫外线很强，需注意防晒。 🔺景区海拔较高，部分人可能会发生高反。 🔺据当地导游说，扎如寺被温州人承包了稍微有点变味，根据自己的爱好选择前往😌。 🔺个人推荐：还有一个比较偷懒的方式，就是在门口请个当地人导游。谈了价钱之后200元成交，她带着我们用最合理的路线带着我们游玩，而且坐观光车也不会坐错，还可以不用排队，一路上给我们讲解，跟我们聊天，物超所值👍🏻。,2020-05-11
王遗风,5分 超棒,路线一：门口大巴至长海→步行至五彩池→大巴回中心吃饭并游览诺日朗瀑布→大巴（至原始森林方向，箭竹海下车游览原地上车）至五花海→步行至珍珠滩→大巴至中心，转车至犀牛海→一直步行至火花海标牌左转乘坐大巴（此处大巴靠挤上车，其余地方大巴可保证有位置） 路线二：门口大巴至原始森林方向，箭竹海下车游览原地上车至五花海→步行至珍珠滩→大巴至中心吃饭并游览诺日朗瀑布→大巴至长海→步行至五彩池→大巴回中心转车（出口方向）至犀牛海→一直步行至火花海标牌左转乘坐大巴（此处大巴靠挤上车，其余地方大巴可保证有位置） 附录： ●没提的肯定不重要 ●不要包车，不要请景区内导游 ●排队等大巴：如果一辆车座位满了站位有余请厚脸皮在一边等下一班，这样可以保证每次都有位置（火花海回程车除外） ●所有需要排队的地方都不会超过五分钟，且移动速度是肉眼可见（即使门口排队也不会长） ●吃饭中心内除了很贵的快餐只有自热米饭和方便面，任何地方不单独提供热水，自备干粮请选择即食类或自热类。 ●拍照注意手机掉落水中（被他人推挤或手滑） ●拍照注意本人掉落水中（…） ●没有必要二进沟，一天游览时间完全足够，除非你走五百米山路就要休息十分钟 ●景区比较划算的东西：门口小贩十块钱一个的大沿帽子，就是容易额头出汗，景区内打伞伤人累己；还有小贩五块钱的雨衣 ●九寨沟夏天也不热，over 九寨-健身之旅，身体不好还是另请高明吧,2017-08-01
M18****506,5分 超棒,九寨沟还是很美很美的！黄龙5月还没到丰水期，有点可惜，腿快走断了，虽然索道上，还是要走将近7公里路才能到出口的，这可是海拔3000多啊，走500米都感觉很远了，又不能用跑的，不然早高原反应~~建议提前喝氧水，然后山上再买氧气罐，走的喘了吸两口，有效避免高原反应，不要省钱！九寨沟玩两天是必须的，当然想走马观花全程坐车的一天够了。我差不多走了很多，很多小景点没站点，走里面那天专门走路的道可以细细体验九寨沟的美，随便走一处都是风景。,2017-05-17
Walking-eyes,4分 满意,秋色醉人，九寨沟为最。秋天的九寨沟，就成了色彩的海洋，踏入山门，仿佛走进了一个庞大的彩色王国。“九寨归来不看水”是对九寨沟景色真实的诠释。108个海子，构成了一个个五彩缤纷的瑶池玉盆。混合着斑斓的彩林，更加光彩夺目。冲破彩林，倾泄而下的瀑布为这秀丽的九寨增添了一丝雄伟的豪气。紫粉、鹅黄、天蓝、墨绿...冷暖色也可以如此和谐地搭配，一切都是刚刚好。,2016-11-04
AlexQX,5分 超棒,10月1号进沟，正好赶上国庆旺季，进景区时人很多，不过二楼网络取票处也要稍微排一下队伍。本来在天堂洲际可以取票，不过不巧机器维修。沟内公交车排队太长，果断VIP包车了。另加210元每人。不过后来感觉很值，行李可以放车上，有专职导游陪一天，不用挤公交，整个过程不累。九寨的山水很美，尤其是水，很巧，我们去的一天晴朗，前一天晚上还下雨。微风，看到很多美景，特别是山水植被的倒影，水中树珊瑚，瀑布，不同高度和角度看同一个海子的景色也不同。来九寨沟游玩看山看水就行，休闲度假，亲近自然，心态最重要。,2016-10-02
E28****20,5分 超棒,除了票价及观光车收费有点高，其他都没的说，是我去过的国内景点最值得一去的，景区管理也很完善，汽车站的票可以网购，在汽车站那都有取票机，景区门票在住宿的路上都有取票机，我们去的时候正好在高考进行时，所以把一帮熊孩子也挡住了，客流量1.7w还不算拥挤，浏览时错开人群浏览，四点多景区就从上往下赶人了，早上最好起早七点好达景区是个不错的选择。自备水和吃的，自拍杆，热的时候需要帽子，穿厚外套就好，羽绒服六月这个天还不至于。最后想说这么美的景区需要大家共同守护，请最好不要随地扔垃圾，随身携带塑料垃圾袋，我看到有一个瓶子在水里真的觉得很煞风景，而且清理的叔叔阿姨也很辛苦。,2016-06-15
M14****571,4分 满意,首先说九寨沟很值得来，而且景色真的很优美，但是我之所以只给了四星是因为景区对自己的定位不够准确，景区定为4月到11月是旺季，旺季淡季的区别就是票价不同，我是5月初来的，票价自然也是旺季票价310，但是所有的池子里水很少，还有绝大部分池子里都没有水，是完全干的，让人觉着遗憾，唯独好的一点就是人不太多，这样减少了排队上车排队看风景的时间，这样的话一天进沟就完全可以，因为也没什么可看的，有水的就那么几个地儿，还特别浅，基本就是走马观花，早上八点进沟，下午不到四点我们就转完了，不过整体轻松愉悦，毕竟是头一次来，依然觉得很美，不过当地的人说，如果到了真正的旺季每天限客流4万，也就是说每天只售4万张票，不知道是不是真的，如果要是真正的旺季来记得提前订票,2016-05-07
汽水盖的天空,5分 超棒,好一句风险与美景同在，经历漫长的爬行，终于看到九寨沟的美貌，深秋的的九寨沟特别迷人，景色特别美。现在过来虽然偏了冷，但是受疫情影响，游客比较少，拍照真挺好的。,2020-11-13
瞅瞅尼泊尔,3分 不错,九寨沟说实话不好看，性价比不高。人为的开发过分了。去看风景还不如去看嫩恩桑措,2022-03-14
看世界有多大呢,5分 超棒,九寨归来不看水，风景优美，值得一去。,2021-08-08
M26****071,5分 超棒,心旷神怡美不胜收，山美水美，瀑布美！,2021-08-04
135****6661,5分 超棒,九寨归来不看水！真的把水的清澈，灵动，娇美，多姿，深邃，多彩，宁静，激情……几乎你能够用来描写水的所有优点都包括。,2021-07-17
Godfrey Du,5分 超棒,【景色】去过很多地方，还是沉醉于九寨沟的美。特别是秋季，各种色彩如同礼花喷薄而出。还有大大小小的各种瀑布。 唯一可惜的是周边没有美食存在,2021-06-28
切丝磨粉风吹飞,5分 超棒,值得一去，景区大巴方便快捷，介绍详细提示准确，服务热情周到。自然环境让人流连忘返、目不暇接，惊叹大自然的鬼斧神工，以后还回来这里旅游！,2021-05-28
_WeCh****58631,5分 超棒,黄山归来不看岳 九寨归来不看水 九寨是我一生中梦想的地点 终于完成了心愿 九寨的美源于九寨的水 如果可以的话 我希望再去几次,2021-11-05
m33****0421,5分 超棒,去的时候要备好厚一点的衣服，很冷,2021-07-06
137****0440,5分 超棒,"一日游推介路线 (上午）游树正群海，拍摄湖泊瀑布的晨曦、日出景观 → 诺日朗宾馆进午餐 → （下午）日则沟 → 天鹅海 → 芳草海 。 五岳归来不看山,九寨归来不看水.值得一去的景点 😘😘😘",2021-06-22
温斯顿塞勒姆孙秀,5分 超棒,冬天的九寨是不一样的美！！！但由于淡季人少，景区采用的是包车模式游玩，不能根据自己的时间和行程走，车带你到哪就看啥，还有规定的时间。,2020-12-20
果果030201,5分 超棒,风景宜人相当漂亮，是我去过最美的地方，希望大家来过四川的游客，都可以去九寨沟去耍，特别提醒，九寨沟要10月份最美，色彩斑斓值得大家去,2020-10-08
yy1772,4分 满意,来九寨沟景区的为了分流大多会先带到黄龙景区，黄龙景区海拔比较高容易有高原反应！景色还是沟内比较好！为了避开人流高峰可以坐景区内的观光车直接到顶，徒步下来，虽然很累，但这样的景色却是独一无二的！,2017-05-03
青青蟑螂,5分 超棒,中秋节的人流意外的少，体验感非常好，景区内的公交不用等来了就能上，很舒服，九寨沟旅行已经很成熟了所以配套都不错,2021-10-25
滚动的身体,5分 超棒,九寨沟的景色很美，让人心旷神怡,2021-07-20
150****1210,5分 超棒,九寨归来不看水，真的名不虚传啊,2021-07-19
佛丕府苏秦,5分 超棒,前两年秋天来九寨秋季层林尽染，没想到夏天的九寨沟同美水清色颜另有一翻美景，当天下着蒙蒙细雨如是蓝天白云就更美，景区有ViP订制服务，适合老人小孩出使,2021-07-30
卡缅诺洛姆尼韩信,5分 超棒,美就一个字 我已经说倦了 九寨归来不看水 果然名不虚传 路边拉大家去酒店客栈的千万不要理 房子很破 还是网上自己定的好,2021-10-05
黄尚之上,4分 满意,中国第一批5A景区还是名符其实的。作为自然景观来说也是能排进中国前五名的。个人观点。,2021-10-24
飞阳,5分 超棒,第二次去了，之前是地震前去的，想着地震后要再来一次，结果有些区域还没有开放，之后等全区开放了要再去一次！,2021-10-01
叶子,5分 超棒,九寨沟是一个值得去的地方，是人间仙境，俗话说九寨归来不看水，九寨水特别美，特别是有太阳的时候就更加迷人了,2021-09-25
Ashiliumeiwu,5分 超棒,世界自然遗产、国家重点风景名胜区、国家AAAAA级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络，是中国第一个以保护自然风景为主要目的的自然保护区。,2020-07-18
_WeCh****794191,4分 满意,每个季节的景***不错。,2022-01-20
Ryota7,4分 满意,整体还好国庆人流量较高,2022-01-04
KAFKA-ZX,5分 超棒,大地震时九寨沟被严重损坏，但是大自然的自我修复能力还是非常强👍的，现在九寨沟风景区很多都恢复了，依然像往日一样靓丽多姿！,2020-09-18
丽丽哒,5分 超棒,冬天的九寨沟别有一番风味，水特别的美，空气特别的清新，观光车上的讲解员特别不错，让你不会很迷茫的去看风景，调整心态，远离城市喧嚣是一个不错的选择，还有去藏民家里体验也是特别新奇的体验,2017-01-18
银河在猎户的光圈上,5分 超棒,九寨沟是世界自然遗产、国家重点风景名胜区、国家5A级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络，是中国第一个以保护自然风景为主要目的的自然保护区。 九寨沟位于四川省西北部岷山山脉南段的阿坝藏族羌族自治州九寨沟县漳扎镇境内，地处岷山南段弓杆岭的东北侧。距离成都市400多公里，系长江水系嘉陵江上游白水江源头的一条大支沟。 九寨沟自然保护区地势南高北低，山谷深切，高差悬殊。北缘九寨沟口海拔仅2000米，中部峰岭均在4000米以上，南缘达4500米以上，主沟长30多公里。九寨沟的得名来自于景区内九个藏族寨子（树正寨、则查洼寨、黑角寨、荷叶寨、盘亚寨、亚拉寨、尖盘寨、热西寨、郭都寨），这九个寨子又称为“和药九寨”。由于有九个寨子的藏民世代居住于此，故名为“九寨沟”。,2021-11-23
