user,time,score,content
_WeCh****74517,2016-03-10 23:56,5,是个值得一去的风景区，我们的婚纱就是这里拍的
wang****xin,2016-03-06 19:51,5,非常值得去的一个景点，趁其商业气息还不太浓厚时，赶紧去。
E31****86,2016-03-05 22:40,5,也不错的景点，老公老家，喜欢，丹霞地貌，蔚为壮观
231****798,2016-02-20 15:01,4,风景挺美，年青人值得一登，安全措施欠缺点
137****8068,2016-02-20 12:41,5,和同事一起自驾游，龟峰景区是个休闲养生的好地方。
顶呱呱ZHVZH,2016-02-13 09:16,5,里面好大，随便走走也要4个小时了，风景不错
夏洛特苔米,2016-02-10 19:14,5,景观还可以，只是管理太差！推荐平日去玩！
_CFT01****8265255,2016-02-08 10:33,5,值得所有喜欢旅游的朋友们去欣赏一下，属于大自然伟杰佳作，美丽风光，闻名遐迩，赏心悦目，去了之后流连忘返，似世外桃源，是个养心怡性的胜境。
_WB2****607,2016-02-05 12:06,5,景色很好。适合和家人一起去或者和朋友一起去
288****750,2015-12-18 23:48,4,有山有水，很多山峰都非常奇异。骆驼峰非常险峻。值得花一天时间好好玩一玩。不要坐什么观光车，其实走路也只要二十多分钟，犯不着花这个钱。
_WB1****288,2015-12-18 18:14,4,身为本地人，这里是必去之地，各种龟状石头，让你眼花缭乱，风景还不错
冷色调,2015-12-08 13:23,5,景色自然优美，山的造型很形象，不愧为龟，群峰都是龟。空气也很清晰
新鲜阳光10,2015-11-24 19:18,5,神奇的丹霞地质风貌，鬼斧神工的大自然奇观，一步一景，登上山巅，无限风光在险峰
M18****434,2015-11-13 01:57,5,一般吧，不去想看看去了以后一天就回家了，也就那样了
M26****772,2015-11-07 14:45,5,景区风景优美，适合家庭出行。爬山不是很累，山上配套设施差了点，龟博物馆给人上当的感觉。
茜茜,2015-11-07 09:31,5,弋阳极具特色的风景名胜，自然景观优美，景区内设施完备，是登山爱好者非常喜爱的登山风景地。
玩嗨了,2015-10-27 19:08,5,龟峰之美难以言表，不得不叹大自然鬼斧神工，特价门票物起所值，点赞。
晏宁,2015-10-04 12:34,4,亲戚住在那附近，就去玩了玩！虽然山峰没那么险峻，但是大山的形状，质地，风景还是听吸引人的！
M21****407,2015-10-03 06:33,4,是一日游的好去处，景点集中，山峰奇特，适合家庭游玩。
M24****098,2015-09-25 16:35,4,风景不错，有山有水，最重要的是很锻炼身体
M24****098,2015-09-24 10:47,4,不错，有山有水，风景优美，而且想要爬山运动下可以来玩一玩，就是坐船的费用比较贵。
D57****97,2015-09-21 17:38,5,景色出乎意料的美，也许是明日不够大，所以去的人不是特别多，但是景色真是一级棒，没有过度开发，值得一去
M24****508,2015-09-20 21:32,4,弋阳站出来就有2路公交车，终点站龟峰.挺方便的，1元游龟峰绝对值得。就是取票的时候，售票员看了短信不相信才1元。最后问了他们网络销售经理才出了票。龟峰非常漂亮，去的时候是雨天，烟雨龟峰……总体这次龟峰行非常满足。唯一遗憾的就是没能爬上骆驼峰。
M18****366,2015-09-15 10:30,5,作为一个土生土长的圭峰人，去了很多次，每次都有不一样的感受。骆驼峰顶一定要去哦！
上善若水,2015-09-10 20:51,5,国庆阅兵放假去玩了一下，感觉不错！环境很好，新建的栈道修建科学，沿途的景点增加了不少，带来了龟峰的旅游吸引力，很好！
上善若水,2015-09-05 07:03,5,龟峰怪石林立，绿树成荫，景色怡人。一日可以游完，不会很累，是个旅游好去处。
Midori,2015-09-02 19:17,4,山里空气会比较好这是肯定的，风景也多，主要看点就是丹霞地貌，其余差不多就是不断爬山爬山。山上会有老人卖水，她们的水和方便面都是人工挑上来的，所以贵点也非常可以理解，大家有条件的话就不要过多的讨价还价了。骆驼峰最陡爬完第二天小腿酸的根本不能走路，导游也真的非常辛苦。
D24****139,2015-08-29 19:51,5,美丽的龟峰一步一景，丹山奇石，值得欣赏、游玩一整天！漂亮的湖泊，还有比较难爬的天梯，关键处处美丽！
骑士,2015-08-27 17:47,4,上饶龟峰是一个不错的景点，只是小了一些，游玩的时间不长，且要爬比较高和陡峭的山路，虽然有台阶但也是挺累的，整体说风景还是比较好
198581x,2015-08-20 12:23,5,帮父母代订的门票。可以说江西一路走下来，坑爹的事情一大堆，对这个旅游资源丰富的大省没太多的好印象
慢调调,2015-07-27 06:35,5,从弋阳火车站门前乘2路直达景区，很是方便。兑票入内，只是没想到观光车可乘坐距离那么短。恰逢今天景区很游客少，放眼望去，龟峰很大气。好汉坡真刺激，一路向上，玉兔峰好可爱，去骆驼峰的栈道很好走，登顶没有想象那么难，高处一览众山小的感觉还是很爽的。
lulustar,2015-07-15 11:04,4,景区内硬件设施不够完善，比如游客吃饭问题，旅游项目太单一，配套服务太少，不能让客人满意
zhzh18501,2015-07-11 08:17,5,大自然的神奇让人惊叹，西游记的取景地好像回到小时候守候在电视机前等开始，值得一游
樊崽子,2015-07-08 16:02,4,各种造型的景点很多，同一个景点通过移步换景，克服自己恐高症，手足并用骆驼峰登顶。
丹雯,2015-06-05 12:27,4,景区建设得不错，还在继续发展中。设施很好，洗手间很干净备有厕纸和洗手液，景区的服务也好。唯一遗憾的是路牌不清晰，每到岔路口????不明白路标，不知道到底应该往哪里走。
